user_id,experiment_name,experiment_group,exposure_date,converted,conversion_date,days_to_conversion
U00143,simplified_booking_flow,treatment,2024-12-11,False,,
U00144,simplified_booking_flow,treatment,2024-12-11,True,2025-04-09,119.0
U00145,simplified_booking_flow,control,2025-02-21,False,,
U00146,simplified_booking_flow,control,2024-07-24,False,,
U00147,simplified_booking_flow,control,2024-02-17,True,2024-02-17,0.0
U00148,simplified_booking_flow,treatment,2024-06-12,False,,
U00149,simplified_booking_flow,treatment,2024-12-28,False,,
U00150,simplified_booking_flow,control,2025-05-09,False,,
U00151,simplified_booking_flow,control,2024-06-16,True,2024-06-17,1.0
U00152,simplified_booking_flow,treatment,2024-02-21,True,2024-06-09,109.0
U00153,simplified_booking_flow,control,2025-03-26,False,,
U00154,simplified_booking_flow,control,2024-08-29,False,,
U00155,simplified_booking_flow,control,2024-03-30,False,,
U00156,simplified_booking_flow,treatment,2024-09-12,False,,
U00157,simplified_booking_flow,control,2025-03-02,False,,
U00158,simplified_booking_flow,control,2024-09-12,False,,
U00159,simplified_booking_flow,treatment,2024-09-29,False,,
U00160,simplified_booking_flow,treatment,2024-01-18,False,,
U00161,simplified_booking_flow,control,2024-03-17,True,2024-04-19,33.0
U00162,simplified_booking_flow,control,2024-07-06,True,2024-07-06,0.0
U00163,simplified_booking_flow,control,2024-09-15,False,,
U00164,simplified_booking_flow,control,2025-04-11,False,,
U00165,simplified_booking_flow,control,2024-08-28,False,,
U00166,simplified_booking_flow,treatment,2025-03-09,False,,
U00167,simplified_booking_flow,control,2024-09-11,True,2024-10-31,50.0
U00168,simplified_booking_flow,control,2024-04-17,True,2024-06-08,52.0
U00169,simplified_booking_flow,control,2024-12-24,False,,
U00170,simplified_booking_flow,control,2024-07-28,False,,
U00171,simplified_booking_flow,control,2024-01-17,False,,
U00172,simplified_booking_flow,control,2024-05-18,False,,
U00173,simplified_booking_flow,control,2024-01-25,False,,
U00174,simplified_booking_flow,treatment,2024-10-03,False,,
U00175,simplified_booking_flow,treatment,2024-06-07,False,,
U00176,simplified_booking_flow,control,2025-02-13,True,2025-03-17,32.0
U00177,simplified_booking_flow,treatment,2024-05-09,False,,
U00178,simplified_booking_flow,control,2024-07-27,False,,
U00179,simplified_booking_flow,treatment,2025-04-21,False,,
U00180,simplified_booking_flow,control,2024-05-25,False,,
U00181,simplified_booking_flow,control,2024-12-16,False,,
U00182,simplified_booking_flow,treatment,2025-01-13,True,2025-05-27,134.0
U00183,simplified_booking_flow,treatment,2024-03-23,False,,
U00184,simplified_booking_flow,control,2025-01-01,True,2025-05-30,149.0
U00185,simplified_booking_flow,treatment,2024-02-09,False,,
U00186,simplified_booking_flow,control,2024-06-05,False,,
U00187,simplified_booking_flow,treatment,2024-02-04,False,,
U00188,simplified_booking_flow,control,2024-01-29,False,,
U00189,simplified_booking_flow,control,2024-08-27,False,,
U00190,simplified_booking_flow,treatment,2024-02-19,False,,
U00191,simplified_booking_flow,treatment,2024-10-24,False,,
U00192,simplified_booking_flow,control,2025-02-01,True,2025-03-14,41.0
U00193,simplified_booking_flow,control,2024-02-19,False,,
U00194,simplified_booking_flow,treatment,2024-08-23,True,2024-09-24,32.0
U00195,simplified_booking_flow,control,2025-02-24,True,2025-03-09,13.0
U00196,simplified_booking_flow,control,2025-02-27,False,,
U00197,simplified_booking_flow,control,2025-02-24,False,,
U00198,simplified_booking_flow,control,2024-07-06,False,,
U00199,simplified_booking_flow,treatment,2025-04-26,False,,
U00200,simplified_booking_flow,treatment,2025-04-22,False,,
U00201,simplified_booking_flow,control,2024-04-26,False,,
U00202,simplified_booking_flow,treatment,2025-04-03,False,,
U00203,simplified_booking_flow,treatment,2025-03-21,False,,
U00204,simplified_booking_flow,control,2024-11-19,False,,
U00205,simplified_booking_flow,control,2024-10-30,False,,
U00206,simplified_booking_flow,control,2024-12-15,False,,
U00207,simplified_booking_flow,control,2024-08-14,True,2024-09-11,28.0
U00208,simplified_booking_flow,treatment,2024-07-25,True,2024-12-06,134.0
U00209,simplified_booking_flow,treatment,2024-09-04,True,2024-12-30,117.0
U00210,simplified_booking_flow,control,2024-10-22,False,,
U00211,simplified_booking_flow,treatment,2025-02-17,False,,
U00212,simplified_booking_flow,treatment,2025-02-28,True,2025-06-12,104.0
U00213,simplified_booking_flow,control,2024-07-18,True,2024-07-18,0.0
U00214,simplified_booking_flow,control,2024-11-24,True,2025-03-27,123.0
U00215,simplified_booking_flow,treatment,2024-12-03,False,,
U00216,simplified_booking_flow,treatment,2024-07-16,True,2024-09-04,50.0
U00217,simplified_booking_flow,treatment,2024-09-21,False,,
U00218,simplified_booking_flow,control,2024-09-16,False,,
U00219,simplified_booking_flow,treatment,2024-04-01,False,,
U00220,simplified_booking_flow,control,2024-10-11,True,2024-11-14,34.0
U00221,simplified_booking_flow,treatment,2024-09-10,True,2025-02-16,159.0
U00222,simplified_booking_flow,control,2025-01-13,False,,
U00223,simplified_booking_flow,control,2024-12-13,True,2025-02-18,67.0
U00224,simplified_booking_flow,control,2025-01-21,False,,
U00225,simplified_booking_flow,treatment,2025-03-14,False,,
U00226,simplified_booking_flow,treatment,2025-04-24,False,,
U00227,simplified_booking_flow,control,2024-11-18,True,2024-11-20,2.0
U00228,simplified_booking_flow,control,2024-02-02,True,2024-03-27,54.0
U00229,simplified_booking_flow,control,2024-08-17,False,,
U00230,simplified_booking_flow,control,2024-06-14,False,,
U00231,simplified_booking_flow,control,2024-04-21,False,,
U00232,simplified_booking_flow,control,2024-11-30,True,2025-01-02,33.0
U00233,simplified_booking_flow,treatment,2024-09-24,False,,
U00234,simplified_booking_flow,treatment,2024-09-15,True,2024-10-13,28.0
U00235,simplified_booking_flow,control,2024-03-06,False,,
U00236,simplified_booking_flow,treatment,2025-02-03,False,,
U00237,simplified_booking_flow,control,2024-05-09,False,,
U00238,simplified_booking_flow,control,2025-02-15,False,,
U00239,simplified_booking_flow,treatment,2025-03-11,False,,
U00240,simplified_booking_flow,treatment,2024-11-25,True,2025-04-01,127.0
U00241,simplified_booking_flow,control,2024-10-19,False,,
U00242,simplified_booking_flow,control,2024-05-14,False,,
U00243,simplified_booking_flow,control,2024-07-14,False,,
U00244,simplified_booking_flow,control,2024-08-19,False,,
U00245,simplified_booking_flow,treatment,2025-03-19,False,,
U00246,simplified_booking_flow,control,2025-03-12,False,,
U00247,simplified_booking_flow,treatment,2024-07-14,False,,
U00248,simplified_booking_flow,treatment,2025-04-23,False,,
U00249,simplified_booking_flow,treatment,2024-05-08,False,,
U00250,simplified_booking_flow,treatment,2024-03-03,False,,
U00251,simplified_booking_flow,control,2024-08-21,False,,
U00252,simplified_booking_flow,control,2024-07-17,False,,
U00253,simplified_booking_flow,treatment,2024-04-26,False,,
U00254,simplified_booking_flow,treatment,2024-11-09,True,2024-11-09,0.0
U00255,simplified_booking_flow,control,2024-05-03,False,,
U00256,simplified_booking_flow,treatment,2025-04-12,False,,
U00257,simplified_booking_flow,control,2024-06-25,False,,
U00258,simplified_booking_flow,treatment,2025-01-16,False,,
U00259,simplified_booking_flow,treatment,2025-04-19,False,,
U00260,simplified_booking_flow,control,2024-12-04,False,,
U00261,simplified_booking_flow,control,2024-12-15,False,,
U00262,simplified_booking_flow,control,2024-11-18,False,,
U00263,simplified_booking_flow,control,2024-11-07,True,2024-12-20,43.0
U00264,simplified_booking_flow,treatment,2024-08-28,False,,
U00265,simplified_booking_flow,control,2024-02-05,False,,
U00266,simplified_booking_flow,treatment,2024-12-21,False,,
U00267,simplified_booking_flow,control,2024-07-03,True,2024-07-17,14.0
U00268,simplified_booking_flow,control,2024-01-12,False,,
U00269,simplified_booking_flow,control,2024-12-12,False,,
U00270,simplified_booking_flow,treatment,2025-03-05,False,,
U00271,simplified_booking_flow,treatment,2024-04-30,True,2024-05-15,15.0
U00272,simplified_booking_flow,treatment,2025-02-22,False,,
U00273,simplified_booking_flow,control,2024-02-02,False,,
U00274,simplified_booking_flow,treatment,2024-02-13,False,,
U00275,simplified_booking_flow,control,2024-01-11,False,,
U00276,simplified_booking_flow,control,2024-01-18,True,2024-04-19,92.0
U00277,simplified_booking_flow,control,2025-02-02,True,2025-05-01,88.0
U00278,simplified_booking_flow,treatment,2024-10-01,False,,
U00279,simplified_booking_flow,control,2025-02-13,True,2025-02-28,15.0
U00280,simplified_booking_flow,treatment,2024-09-06,True,2024-09-07,1.0
U00281,simplified_booking_flow,treatment,2024-09-29,False,,
U00282,simplified_booking_flow,control,2024-12-23,False,,
U00283,simplified_booking_flow,treatment,2024-06-14,False,,
U00284,simplified_booking_flow,treatment,2024-02-08,False,,
U00285,simplified_booking_flow,control,2024-03-11,True,2024-08-03,145.0
U00286,simplified_booking_flow,control,2025-01-09,False,,
U00287,simplified_booking_flow,control,2025-05-15,False,,
U00288,simplified_booking_flow,treatment,2024-01-08,False,,
U00289,simplified_booking_flow,treatment,2024-06-20,False,,
U00290,simplified_booking_flow,treatment,2024-02-06,True,2024-02-24,18.0
U00291,simplified_booking_flow,treatment,2024-01-27,False,,
U00292,simplified_booking_flow,treatment,2024-08-27,False,,
U00293,simplified_booking_flow,control,2025-04-09,False,,
U00294,simplified_booking_flow,control,2024-10-25,False,,
U00295,simplified_booking_flow,control,2024-09-29,False,,
U00296,simplified_booking_flow,treatment,2024-06-15,True,2024-10-05,112.0
U00297,simplified_booking_flow,treatment,2025-01-25,False,,
U00298,simplified_booking_flow,control,2024-08-26,False,,
U00299,simplified_booking_flow,control,2024-02-15,True,2024-03-05,19.0
U00300,simplified_booking_flow,control,2024-07-21,False,,
U00301,simplified_booking_flow,treatment,2024-08-23,True,2024-10-31,69.0
U00302,simplified_booking_flow,treatment,2025-02-23,False,,
U00303,simplified_booking_flow,control,2024-10-09,False,,
U00304,simplified_booking_flow,treatment,2024-04-21,False,,
U00305,simplified_booking_flow,treatment,2024-05-23,False,,
U00306,simplified_booking_flow,control,2025-01-16,False,,
U00307,simplified_booking_flow,control,2024-09-22,False,,
U00308,simplified_booking_flow,control,2025-03-21,True,2025-03-28,7.0
U00309,simplified_booking_flow,treatment,2024-08-22,False,,
U00310,simplified_booking_flow,treatment,2024-12-26,False,,
U00311,simplified_booking_flow,control,2024-09-30,True,2025-02-11,134.0
U00312,simplified_booking_flow,control,2025-02-15,False,,
U00313,simplified_booking_flow,treatment,2024-04-19,False,,
U00314,simplified_booking_flow,control,2025-02-04,False,,
U00315,simplified_booking_flow,control,2024-06-16,False,,
U00316,simplified_booking_flow,treatment,2025-05-12,False,,
U00317,simplified_booking_flow,control,2025-04-01,False,,
U00318,simplified_booking_flow,treatment,2024-04-27,False,,
U00319,simplified_booking_flow,treatment,2024-07-26,False,,
U00320,simplified_booking_flow,treatment,2024-05-12,True,2024-05-12,0.0
U00321,simplified_booking_flow,treatment,2024-04-07,False,,
U00322,simplified_booking_flow,control,2024-03-03,False,,
U00323,simplified_booking_flow,treatment,2024-09-03,False,,
U00324,simplified_booking_flow,control,2024-03-09,True,2024-05-04,56.0
U00325,simplified_booking_flow,treatment,2024-01-30,False,,
U00326,simplified_booking_flow,control,2025-04-08,False,,
U00327,simplified_booking_flow,treatment,2024-08-24,True,2024-09-10,17.0
U00328,simplified_booking_flow,control,2024-06-10,True,2024-10-11,123.0
U00329,simplified_booking_flow,control,2025-02-04,False,,
U00330,simplified_booking_flow,treatment,2024-11-14,False,,
U00331,simplified_booking_flow,control,2024-12-12,False,,
U00332,simplified_booking_flow,treatment,2024-01-17,True,2024-03-18,61.0
U00333,simplified_booking_flow,treatment,2024-10-06,False,,
U00334,simplified_booking_flow,control,2024-04-28,False,,
U00335,simplified_booking_flow,control,2025-03-20,False,,
U00336,simplified_booking_flow,treatment,2024-02-13,False,,
U00337,simplified_booking_flow,control,2024-06-16,True,2024-11-19,156.0
U00338,simplified_booking_flow,treatment,2024-11-14,False,,
U00339,simplified_booking_flow,control,2024-03-17,False,,
U00340,simplified_booking_flow,treatment,2025-04-11,False,,
U00341,simplified_booking_flow,control,2024-09-12,False,,
U00342,simplified_booking_flow,treatment,2024-03-06,True,2024-06-20,106.0
U00343,simplified_booking_flow,treatment,2024-04-04,False,,
U00344,simplified_booking_flow,treatment,2024-05-21,False,,
U00345,simplified_booking_flow,treatment,2024-06-10,True,2024-07-01,21.0
U00346,simplified_booking_flow,treatment,2024-08-25,True,2024-08-26,1.0
U00347,simplified_booking_flow,treatment,2025-01-19,False,,
U00348,simplified_booking_flow,control,2025-01-26,False,,
U00349,simplified_booking_flow,control,2024-10-23,True,2024-12-31,69.0
U00350,simplified_booking_flow,treatment,2025-04-04,False,,
U00351,simplified_booking_flow,control,2025-01-23,False,,
U00352,simplified_booking_flow,treatment,2025-04-24,False,,
U00353,simplified_booking_flow,control,2024-04-24,False,,
U00354,simplified_booking_flow,control,2024-05-18,False,,
U00355,simplified_booking_flow,treatment,2024-10-05,False,,
U00356,simplified_booking_flow,control,2024-10-25,False,,
U00357,simplified_booking_flow,control,2024-11-20,False,,
U00358,simplified_booking_flow,treatment,2025-05-15,False,,
U00359,simplified_booking_flow,treatment,2024-09-04,False,,
U00360,simplified_booking_flow,control,2025-01-14,False,,
U00361,simplified_booking_flow,treatment,2024-02-12,False,,
U00362,simplified_booking_flow,control,2024-02-20,False,,
U00363,simplified_booking_flow,treatment,2025-05-06,False,,
U00364,simplified_booking_flow,treatment,2024-02-19,False,,
U00365,simplified_booking_flow,control,2024-06-03,False,,
U00366,simplified_booking_flow,treatment,2025-03-03,False,,
U00367,simplified_booking_flow,treatment,2024-04-01,False,,
U00368,simplified_booking_flow,control,2024-02-23,False,,
U00369,simplified_booking_flow,treatment,2024-04-18,True,2024-04-18,0.0
U00370,simplified_booking_flow,control,2025-05-06,False,,
U00371,simplified_booking_flow,treatment,2024-10-03,False,,
U00372,simplified_booking_flow,control,2024-12-10,False,,
U00373,simplified_booking_flow,control,2025-01-31,False,,
U00374,simplified_booking_flow,control,2025-01-01,False,,
U00375,simplified_booking_flow,control,2024-09-20,False,,
U00376,simplified_booking_flow,control,2024-06-22,False,,
U00377,simplified_booking_flow,control,2024-01-30,False,,
U00378,simplified_booking_flow,treatment,2024-10-22,False,,
U00379,simplified_booking_flow,control,2024-11-05,True,2024-12-25,50.0
U00380,simplified_booking_flow,treatment,2024-02-12,False,,
U00381,simplified_booking_flow,treatment,2024-08-04,False,,
U00382,simplified_booking_flow,treatment,2024-09-09,True,2024-10-07,28.0
U00383,simplified_booking_flow,control,2024-04-14,False,,
U00384,simplified_booking_flow,treatment,2024-09-11,False,,
U00385,simplified_booking_flow,treatment,2024-07-25,False,,
U00386,simplified_booking_flow,control,2024-12-12,False,,
U00387,simplified_booking_flow,control,2024-03-06,True,2024-04-14,39.0
U00388,simplified_booking_flow,control,2024-07-19,True,2024-07-19,0.0
U00389,simplified_booking_flow,control,2024-09-17,False,,
U00390,simplified_booking_flow,control,2024-08-25,False,,
U00391,simplified_booking_flow,treatment,2024-03-12,False,,
U00392,simplified_booking_flow,treatment,2024-08-21,False,,
U00393,simplified_booking_flow,treatment,2024-05-18,False,,
U00394,simplified_booking_flow,treatment,2024-07-10,False,,
U00395,simplified_booking_flow,control,2025-03-16,True,2025-03-16,0.0
U00396,simplified_booking_flow,control,2024-06-21,False,,
U00397,simplified_booking_flow,control,2024-06-08,False,,
U00398,simplified_booking_flow,control,2024-06-03,False,,
U00399,simplified_booking_flow,treatment,2024-11-16,False,,
U00400,simplified_booking_flow,control,2024-02-02,True,2024-05-26,114.0
U00401,simplified_booking_flow,control,2024-08-03,False,,
U00402,simplified_booking_flow,control,2024-04-09,True,2024-04-19,10.0
U00403,simplified_booking_flow,treatment,2024-03-20,False,,
U00404,simplified_booking_flow,treatment,2024-01-21,False,,
U00405,simplified_booking_flow,treatment,2025-05-09,False,,
U00406,simplified_booking_flow,treatment,2024-07-26,True,2024-09-17,53.0
U00407,simplified_booking_flow,treatment,2024-11-19,True,2024-12-12,23.0
U00408,simplified_booking_flow,treatment,2024-03-31,False,,
U00409,simplified_booking_flow,treatment,2024-10-05,True,2024-10-22,17.0
U00410,simplified_booking_flow,treatment,2024-01-20,True,2024-04-25,96.0
U00411,simplified_booking_flow,control,2025-03-24,False,,
U00412,simplified_booking_flow,treatment,2024-05-31,True,2024-08-09,70.0
U00413,simplified_booking_flow,treatment,2025-05-02,True,2025-05-07,5.0
U00414,simplified_booking_flow,treatment,2024-04-14,False,,
U00415,simplified_booking_flow,control,2024-05-29,False,,
U00416,simplified_booking_flow,control,2024-08-14,False,,
U00417,simplified_booking_flow,control,2024-06-28,True,2024-07-06,8.0
U00418,simplified_booking_flow,treatment,2024-05-17,False,,
U00419,simplified_booking_flow,control,2024-04-11,False,,
U00420,simplified_booking_flow,control,2024-05-08,True,2024-08-04,88.0
U00421,simplified_booking_flow,treatment,2025-04-11,True,2025-05-04,23.0
U00422,simplified_booking_flow,control,2024-09-09,False,,
U00423,simplified_booking_flow,treatment,2025-05-12,False,,
U00424,simplified_booking_flow,treatment,2024-12-14,False,,
U00425,simplified_booking_flow,treatment,2024-11-14,True,2025-01-27,74.0
U00426,simplified_booking_flow,treatment,2024-04-28,False,,
U00427,simplified_booking_flow,treatment,2024-12-29,False,,
U00428,simplified_booking_flow,treatment,2024-07-28,False,,
U00429,simplified_booking_flow,treatment,2024-05-29,True,2024-06-01,3.0
U00430,simplified_booking_flow,treatment,2024-04-29,True,2024-04-29,0.0
U00431,simplified_booking_flow,control,2024-07-25,False,,
U00432,simplified_booking_flow,control,2024-12-17,True,2024-12-22,5.0
U00433,simplified_booking_flow,treatment,2025-04-08,True,2025-05-02,24.0
U00434,simplified_booking_flow,control,2024-01-24,True,2025-03-29,430.0
U00435,simplified_booking_flow,control,2024-02-02,True,2024-02-02,0.0
U00436,simplified_booking_flow,control,2024-11-20,False,,
U00437,simplified_booking_flow,treatment,2024-01-29,False,,
U00438,simplified_booking_flow,control,2024-11-11,False,,
U00439,simplified_booking_flow,treatment,2024-11-03,True,2024-11-20,17.0
U00440,simplified_booking_flow,control,2024-06-28,False,,
U00441,simplified_booking_flow,control,2024-05-05,False,,
U00442,simplified_booking_flow,treatment,2025-02-25,False,,
U00443,simplified_booking_flow,control,2024-11-05,False,,
U00444,simplified_booking_flow,control,2025-04-11,False,,
U00445,simplified_booking_flow,treatment,2024-04-25,False,,
U00446,simplified_booking_flow,treatment,2024-07-25,True,2024-10-02,69.0
U00447,simplified_booking_flow,treatment,2024-08-14,True,2024-11-01,79.0
U00448,simplified_booking_flow,treatment,2025-03-13,False,,
U00449,simplified_booking_flow,treatment,2024-11-06,False,,
U00450,simplified_booking_flow,treatment,2024-02-26,False,,
U00451,simplified_booking_flow,control,2025-01-03,False,,
U00452,simplified_booking_flow,control,2025-01-09,True,2025-05-09,120.0
U00453,simplified_booking_flow,control,2024-11-04,False,,
U00454,simplified_booking_flow,treatment,2024-02-22,True,2024-06-14,113.0
U00455,simplified_booking_flow,control,2024-03-03,False,,
U00456,simplified_booking_flow,control,2024-11-05,True,2024-11-29,24.0
U00457,simplified_booking_flow,control,2024-07-26,False,,
U00458,simplified_booking_flow,treatment,2024-01-16,False,,
